ShipmentId,Date,GeoId,PersonId,ProductId,Boxes,Sales
37586,2024-12-11,2,18,9,69,297.58
37587,2024-12-03,15,23,11,190,952.53
37588,2024-08-16,5,13,11,81,428.22
37589,2023-06-25,6,6,14,156,518.94
37590,2024-01-22,14,17,7,74,417.19
37591,2024-08-10,2,15,11,165,726.04
37592,2023-07-16,7,25,13,153,881.83
37593,2024-06-04,15,16,3,62,314.69
37594,2023-07-02,15,19,1,114,616.27
37595,2023-04-13,12,23,5,87,486.95
37596,2023-06-25,5,15,15,42,220.84
37597,2024-11-08,6,3,6,16,70.74
37598,2024-12-28,1,14,14,127,489.92
37599,2024-09-17,1,3,6,106,676.27
37600,2023-07-18,1,23,9,103,455.93
37601,2024-07-23,1,17,8,182,1050.32
37602,2023-06-09,11,7,13,31,178.0
37603,2023-04-03,7,22,3,130,489.72
37604,2023-07-09,5,23,5,137,562.25
37605,2023-04-13,13,9,9,91,452.4
37606,2024-04-13,1,20,13,132,915.55
37607,2024-05-14,10,14,6,108,623.8
37608,2023-01-27,4,19,12,1,7.27
37609,2023-03-20,1,14,8,92,545.65
37610,2023-12-17,8,3,8,191,961.6
37611,2023-03-24,3,12,10,62,281.15
37612,2024-08-28,7,20,11,190,1018.0
37613,2023-10-20,11,4,14,66,226.05
37614,2023-10-29,9,16,13,35,198.4
37615,2023-01-04,7,25,2,173,733.95
37616,2024-05-27,4,18,11,69,381.29
37617,2024-06-11,11,20,7,150,778.36
37618,2024-07-06,6,18,1,102,514.84
37619,2024-01-30,14,8,12,78,551.01
37620,2023-07-17,12,4,1,11,69.25
37621,2023-02-27,11,16,3,53,242.74
37622,2023-08-19,10,21,14,172,565.32
37623,2024-02-02,10,8,6,18,86.08
37624,2023-03-27,8,10,15,45,207.36
37625,2023-02-09,13,24,6,105,557.76
37626,2023-06-08,13,6,13,14,68.2
37627,2023-02-21,7,16,2,66,251.36
37628,2023-01-11,8,5,6,6,34.47
37629,2023-12-21,10,18,1,82,412.09
37630,2024-06-28,8,23,5,66,357.39
37631,2024-01-01,13,11,1,11,55.61
37632,2023-03-08,11,21,9,250,1384.14
37633,2023-09-05,13,1,12,77,481.69
37634,2023-01-26,9,7,12,96,575.5
37635,2024-03-30,6,11,15,184,860.27
37636,2023-06-20,3,21,6,53,285.11
37637,2023-10-11,6,14,11,129,597.15
37638,2024-10-21,13,14,15,86,435.35
37639,2024-03-05,4,24,14,143,418.2
37640,2024-07-13,3,20,10,112,556.03
37641,2023-09-13,14,6,11,112,507.0
37642,2024-11-11,11,18,2,78,340.67
37643,2024-06-06,9,20,2,44,138.51
37644,2024-01-12,13,17,11,91,334.05
37645,2024-02-28,9,2,7,67,324.8
37646,2024-03-31,4,17,13,149,856.24
37647,2023-04-27,4,16,13,12,71.13
37648,2023-07-03,6,18,15,191,985.77
37649,2024-05-16,6,14,5,262,1223.29
37650,2023-11-19,4,12,6,176,1112.97
37651,2024-07-27,2,19,8,67,412.57
37652,2024-01-20,1,1,11,140,745.36
37653,2023-02-18,5,17,7,24,109.38
37654,2024-04-30,11,2,3,64,365.55
37655,2024-03-21,15,22,10,92,439.47
37656,2023-09-24,3,24,9,128,580.59
37657,2024-07-31,10,6,13,58,295.54
37658,2023-09-14,12,24,14,10,42.55
37659,2023-03-25,11,10,14,12,40.93
37660,2023-03-30,11,11,2,84,356.33
37661,2024-10-21,10,15,12,20,114.38
37662,2023-10-02,13,12,1,55,266.9
37663,2023-10-31,10,2,14,153,429.3
37664,2023-08-12,15,15,15,46,194.96
37665,2024-06-23,14,13,9,158,647.16
37666,2024-03-18,13,12,7,119,649.56
37667,2024-10-19,14,18,1,32,164.88
37668,2024-10-15,5,18,10,13,61.76
37669,2024-12-24,1,22,7,154,877.03
37670,2023-08-29,4,13,7,8,39.91
37671,2024-03-02,5,24,9,52,217.62
37672,2023-09-11,11,18,6,9,48.15
37673,2024-05-29,3,16,15,43,190.88
37674,2024-06-30,14,14,6,38,203.95
37675,2023-07-03,14,20,4,66,310.54
37676,2024-09-20,7,10,2,37,145.26
37677,2023-08-01,12,4,13,39,229.71
37678,2024-12-19,7,6,6,189,1060.98
37679,2024-09-13,14,2,3,193,953.62
37680,2023-01-14,6,8,2,91,350.48
37681,2023-10-19,1,13,12,172,1318.45
37682,2023-10-11,1,3,4,163,731.3
37683,2024-08-24,10,5,6,88,444.03
37684,2024-06-13,9,5,10,62,316.11
37685,2023-02-06,1,20,11,154,774.84
37686,2024-09-06,12,1,9,85,372.09
37687,2023-06-09,3,3,6,130,626.99
37688,2023-09-28,14,8,15,3,17.53
37689,2023-05-05,13,2,12,7,38.98
37690,2023-04-26,11,21,6,67,394.98
37691,2024-01-21,10,8,12,33,188.12
37692,2023-03-03,10,18,5,112,511.37
37693,2023-02-28,9,9,2,154,645.67
37694,2024-07-28,2,7,1,327,1978.49
37695,2023-09-09,1,24,2,115,565.86
37696,2024-04-18,13,14,14,84,240.17
37697,2024-12-21,5,24,7,136,784.65
37698,2023-02-07,15,14,1,88,517.86
37699,2024-08-03,6,24,6,18,104.79
37700,2023-03-22,8,16,13,186,1286.5
37701,2024-07-09,7,4,11,38,194.82
37702,2023-08-12,8,21,14,29,100.45
37703,2023-04-09,2,8,13,54,373.04
37704,2023-06-17,2,7,5,198,843.93
37705,2023-09-24,4,8,4,246,1407.12
37706,2024-06-17,5,4,9,60,318.68
37707,2024-05-12,11,12,6,3,15.2
37708,2024-06-16,14,14,5,216,1040.53
37709,2023-01-16,10,5,6,142,656.64
37710,2024-12-13,12,10,9,93,486.49
37711,2023-11-14,6,19,5,94,406.32
37712,2023-03-23,10,17,8,236,1468.12
37713,2024-11-09,6,2,5,78,407.45
37714,2024-08-02,2,23,3,37,162.22
37715,2023-03-02,13,4,4,72,389.45
37716,2023-11-16,14,2,10,137,650.76
37717,2024-10-24,5,18,12,80,499.7
37718,2024-05-14,8,15,8,17,89.29
37719,2023-05-23,1,7,11,11,48.29
37720,2024-05-27,3,2,3,170,760.07
37721,2023-05-19,5,6,6,52,246.22
37722,2023-09-15,9,9,9,82,397.66
37723,2023-05-23,3,21,9,72,263.16
37724,2024-05-21,12,7,15,57,377.49
37725,2024-11-11,5,8,10,45,220.73
37726,2023-02-02,13,1,6,104,560.51
37727,2024-03-17,5,10,1,272,1295.1
37728,2023-07-01,8,6,13,65,353.25
37729,2024-07-02,3,13,12,65,437.57
37730,2023-04-12,15,3,12,72,499.36
37731,2023-09-25,5,9,5,121,501.69
37732,2023-05-31,1,24,5,99,537.57
37733,2024-09-30,10,13,1,122,756.01
37734,2023-03-02,6,1,4,16,93.94
37735,2024-03-01,9,17,5,58,290.6
37736,2023-03-30,13,5,8,54,372.54
37737,2024-03-14,1,6,3,80,432.97
37738,2024-07-15,13,20,1,12,66.33
37739,2024-07-03,5,16,13,56,348.24
37740,2023-01-25,4,6,9,153,608.59
37741,2024-07-19,7,23,5,232,1219.36
37742,2023-08-06,7,5,13,236,1316.65
37743,2024-05-13,1,5,5,26,117.84
37744,2024-12-05,13,18,10,24,97.47
37745,2023-03-28,15,6,3,82,396.25
37746,2023-09-23,7,2,12,6,36.45
37747,2024-09-25,4,12,11,37,141.86
37748,2023-04-14,4,5,2,181,645.59
37749,2023-07-10,10,16,14,32,126.45
37750,2024-02-06,6,12,7,57,255.74
37751,2024-12-29,2,10,13,151,779.24
37752,2023-08-04,15,18,2,9,38.44
37753,2023-10-09,6,22,6,57,324.31
37754,2024-08-04,14,21,2,127,597.18
37755,2023-03-29,1,1,13,17,117.04
37756,2023-08-28,10,22,3,11,60.81
37757,2023-08-20,3,18,5,134,584.8
37758,2023-10-21,2,22,5,55,338.41
37759,2024-02-24,2,20,14,9,28.68
37760,2023-06-12,6,20,8,15,72.32
37761,2023-10-14,10,14,2,133,618.42
37762,2024-11-01,12,16,11,51,237.72
37763,2024-08-28,1,19,5,91,478.23
37764,2024-11-30,10,19,3,19,78.8
37765,2024-05-13,5,18,14,66,228.17
37766,2024-03-01,1,9,2,48,187.02
37767,2023-06-06,3,24,6,112,681.71
37768,2023-04-27,15,7,1,136,678.62
37769,2024-01-29,11,13,13,37,205.17
37770,2023-10-23,12,22,1,67,311.75
37771,2024-07-29,1,14,7,153,949.65
37772,2023-01-08,15,1,10,65,287.4
37773,2024-10-13,10,22,4,99,606.19
37774,2023-05-05,10,1,1,30,166.8
37775,2023-10-16,9,13,2,108,486.14
37776,2023-09-18,10,12,9,104,484.96
37777,2024-11-06,2,15,8,165,1024.87
37778,2024-06-10,14,2,5,207,1208.16
37779,2023-01-27,11,24,9,193,1156.83
37780,2024-09-15,3,9,4,30,147.11
37781,2024-05-09,4,5,10,58,303.58
37782,2023-02-19,10,18,9,90,388.13
37783,2024-07-25,2,15,11,160,943.56
37784,2023-01-25,13,13,12,65,335.11
37785,2023-11-07,2,6,10,61,255.59
37786,2023-04-29,12,12,2,72,333.26
37787,2023-01-09,15,22,14,70,263.42
37788,2024-02-14,6,16,3,93,531.78
37789,2024-05-17,5,21,8,96,603.68
37790,2023-12-17,15,18,1,271,1326.25
37791,2023-09-08,13,23,2,30,118.47
37792,2024-01-11,3,5,12,60,390.89
37793,2023-04-21,8,15,2,72,371.99
37794,2023-02-06,7,16,2,200,717.0
37795,2023-04-25,13,21,6,132,572.52
37796,2023-02-09,12,6,15,28,136.13
37797,2024-07-16,13,13,13,57,357.01
37798,2024-03-20,7,7,14,8,27.7
37799,2023-05-17,4,16,10,83,451.04
37800,2024-02-21,7,18,5,32,137.29
37801,2023-12-20,8,17,5,136,632.93
37802,2023-03-23,13,25,4,16,79.57
37803,2024-12-10,4,17,14,26,85.33
37804,2024-11-16,11,23,15,70,301.26
37805,2024-07-08,6,3,5,98,506.87
37806,2024-08-14,15,19,6,64,387.17
37807,2024-02-04,15,17,4,89,410.52
37808,2024-08-10,2,23,11,64,299.87
37809,2024-01-22,6,2,4,51,234.23
37810,2023-05-02,12,12,1,27,168.63
37811,2023-05-03,2,9,9,14,61.44
37812,2024-09-16,4,19,10,32,135.33
37813,2023-11-23,8,9,10,14,66.13
37814,2024-06-17,8,5,14,225,892.09
37815,2023-04-16,11,14,14,196,608.1
37816,2023-11-24,14,16,13,92,475.09
37817,2023-03-03,5,18,3,69,343.86
37818,2023-06-11,6,6,15,13,71.95
37819,2023-03-21,7,23,11,57,258.5
37820,2023-06-02,14,25,1,43,204.23
37821,2024-03-19,13,20,1,70,464.68
37822,2023-01-04,2,13,8,158,879.9
37823,2023-05-22,5,19,5,45,192.85
37824,2024-05-20,14,1,6,11,62.66
37825,2023-04-20,14,17,9,210,862.96
37826,2024-02-11,11,13,10,60,263.31
37827,2024-09-25,12,14,9,36,150.69
37828,2024-07-24,5,3,6,12,74.51
37829,2023-03-31,12,11,2,55,181.56
37830,2023-04-18,10,17,15,58,319.41
37831,2024-05-30,14,14,1,38,211.06
37832,2023-09-11,2,1,5,18,90.95
37833,2023-11-01,10,11,10,109,531.32
37834,2023-12-15,10,18,6,28,143.63
37835,2024-02-28,7,1,13,50,225.94
37836,2023-11-25,5,10,8,102,473.67
37837,2023-01-18,13,3,9,184,703.91
37838,2023-03-11,15,23,10,274,1237.16
37839,2023-01-01,9,3,2,107,462.91
37840,2023-07-13,12,7,1,49,255.48
37841,2024-08-20,5,12,2,95,500.14
37842,2024-12-11,3,14,15,248,1157.87
37843,2023-12-14,4,7,1,212,1102.57
37844,2023-01-20,3,13,9,202,846.82
37845,2023-02-22,6,16,13,44,257.16
37846,2024-08-18,14,11,13,114,661.47
37847,2023-09-09,12,19,9,91,458.97
37848,2024-10-06,7,13,5,151,695.71
37849,2024-01-06,4,15,14,27,102.25
37850,2024-10-04,15,7,9,86,418.85
37851,2023-04-10,11,18,4,140,668.89
37852,2024-09-19,15,24,4,157,950.59
37853,2024-02-04,7,24,10,146,564.69
37854,2023-11-16,9,24,1,70,508.15
37855,2024-01-22,3,9,3,66,346.49
37856,2023-08-28,4,9,3,163,634.25
37857,2024-03-16,10,19,7,115,650.32
37858,2024-07-16,10,7,5,461,2136.8
37859,2024-08-15,15,24,7,24,112.54
37860,2024-12-16,15,1,3,92,483.93
37861,2023-10-29,1,16,7,96,513.81
37862,2024-07-16,14,4,9,98,443.15
37863,2024-10-11,10,25,12,167,1089.62
37864,2023-01-13,4,7,1,73,399.94
37865,2023-12-13,3,2,3,29,140.73
37866,2024-05-27,14,20,15,17,106.17
37867,2023-12-01,1,6,4,78,342.41
37868,2023-03-15,8,11,14,111,398.72
37869,2024-04-24,3,25,7,5,21.96
37870,2023-10-24,15,3,6,31,155.97
37871,2024-03-27,3,7,14,35,115.71
37872,2023-01-01,11,19,15,37,147.36
37873,2023-01-09,5,3,10,15,75.8
37874,2024-03-16,5,13,10,93,463.56
37875,2024-12-19,10,2,7,77,307.15
37876,2024-04-12,5,11,3,26,143.02
37877,2024-11-20,14,9,7,14,74.99
37878,2024-09-11,8,11,12,52,358.73
37879,2023-07-25,2,12,14,149,467.7
37880,2023-03-16,8,6,2,200,1059.44
37881,2024-02-13,4,19,14,124,447.05
37882,2024-03-29,14,14,11,15,73.89
37883,2024-07-17,1,5,13,96,644.91
37884,2024-01-16,2,10,4,128,561.24
37885,2024-11-03,8,11,5,109,706.35
37886,2024-09-08,5,13,12,89,595.81
37887,2024-03-04,6,13,13,107,656.79
37888,2024-02-08,4,21,14,107,332.11
37889,2023-01-14,14,24,1,125,534.72
37890,2024-07-24,1,24,11,89,449.05
37891,2024-05-12,2,14,12,106,674.62
37892,2024-10-17,15,16,8,122,676.86
37893,2023-03-10,8,14,6,33,176.12
37894,2023-04-17,15,1,10,61,262.93
37895,2024-05-05,13,24,14,70,295.47
37896,2023-12-24,5,3,7,90,424.8
37897,2024-03-05,11,20,15,40,193.9
37898,2023-11-14,3,22,2,40,195.41
37899,2024-04-13,10,12,10,130,715.34
37900,2024-04-26,6,25,11,54,253.78
37901,2023-05-19,11,14,10,73,300.3
37902,2024-07-09,3,21,6,17,119.29
37903,2023-12-27,13,24,6,12,59.47
37904,2024-02-25,5,24,14,91,253.73
37905,2024-03-27,7,5,15,90,646.7
37906,2024-06-28,13,12,15,76,363.49
37907,2023-08-08,8,17,13,17,90.34
37908,2023-01-05,8,6,7,48,322.41
37909,2023-05-13,2,25,9,81,385.86
37910,2024-12-06,11,10,3,64,373.02
37911,2023-06-12,15,21,10,48,219.13
37912,2023-07-02,12,8,3,84,427.72
37913,2024-09-19,14,24,10,52,247.38
37914,2023-06-22,15,12,4,138,790.84
37915,2023-12-06,11,4,9,201,950.03
37916,2023-09-28,13,8,1,194,1019.69
37917,2024-04-28,8,9,14,77,285.38
37918,2024-03-10,6,4,11,27,108.74
37919,2024-01-12,9,18,6,124,712.2
37920,2024-01-02,13,19,9,7,27.22
37921,2024-09-01,3,3,4,62,347.47
37922,2024-03-01,10,8,12,51,262.58
37923,2024-01-07,11,16,11,31,148.53
37924,2024-10-10,11,13,6,55,377.54
37925,2023-03-10,11,25,4,10,64.21
37926,2024-09-01,10,11,9,98,440.15
37927,2023-05-25,10,10,7,94,568.89
37928,2023-08-31,14,1,9,131,548.34
37929,2023-01-10,1,20,8,180,770.45
37930,2024-02-22,7,17,9,6,25.92
37931,2024-08-30,2,4,3,128,667.88
37932,2023-10-07,14,3,2,6,23.96
37933,2024-04-29,3,12,14,25,87.43
37934,2023-10-15,12,5,1,69,404.47
37935,2024-07-08,11,15,5,112,589.79
37936,2024-12-31,5,19,11,78,350.0
37937,2024-06-06,7,1,5,155,806.29
37938,2023-09-06,4,2,1,105,572.93
37939,2024-08-25,13,14,9,110,559.81
37940,2023-01-28,11,20,4,107,525.22
37941,2024-12-22,15,19,7,312,1543.28
37942,2024-09-05,10,1,10,90,417.66
37943,2024-04-22,8,24,5,105,433.68
37944,2024-03-29,14,6,12,30,195.59
37945,2023-07-04,5,10,2,38,146.19
37946,2023-11-12,14,18,13,47,303.03
37947,2023-03-16,9,15,9,56,213.34
37948,2023-09-05,12,25,10,26,113.14
37949,2024-03-07,5,25,13,58,320.43
37950,2023-09-22,8,11,7,208,1315.3
37951,2024-07-17,6,19,15,217,1108.01
37952,2024-09-15,12,5,13,14,104.83
37953,2024-02-15,2,19,8,65,379.54
37954,2023-09-07,15,6,8,146,697.6
37955,2023-08-10,6,15,13,13,76.23
37956,2024-02-04,7,11,8,41,256.19
37957,2024-06-10,15,5,3,122,618.09
37958,2023-04-03,2,4,13,46,207.4
37959,2023-11-24,12,12,13,138,708.46
37960,2023-11-19,2,3,4,84,363.54
37961,2023-07-29,15,7,8,180,1052.95
37962,2023-06-23,5,13,15,120,658.02
37963,2024-09-06,5,6,13,38,204.81
37964,2023-11-13,12,10,12,132,1006.85
37965,2024-02-26,4,14,14,132,478.07
37966,2023-01-28,2,19,11,71,361.01
37967,2023-07-27,2,11,6,311,1682.63
37968,2023-06-13,14,21,12,194,1417.5
37969,2023-08-29,9,15,5,2,10.09
37970,2024-09-07,15,2,12,16,107.07
37971,2024-02-22,13,22,10,19,79.12
37972,2024-10-21,6,20,5,18,92.0
37973,2023-11-06,15,1,5,65,345.88
37974,2024-07-16,13,17,2,140,575.09
37975,2023-04-28,4,4,2,15,75.07
37976,2024-08-18,3,5,13,50,242.59
37977,2024-03-22,2,13,1,34,191.63
37978,2023-01-29,1,5,9,36,156.98
37979,2024-05-18,7,18,1,215,970.46
37980,2023-12-17,7,13,2,82,345.14
37981,2023-01-01,6,16,1,143,782.86
37982,2024-09-11,1,3,11,45,232.26
37983,2024-01-28,10,25,10,203,937.76
37984,2024-03-19,1,23,8,40,228.7
37985,2024-02-26,9,14,6,76,365.11
37986,2023-03-08,2,21,13,70,414.51
37987,2023-08-31,9,2,10,253,1041.76
37988,2024-05-27,5,19,7,89,545.04
37989,2023-09-05,15,21,11,242,1264.55
37990,2024-10-11,3,22,10,152,686.15
37991,2023-08-21,13,13,14,79,309.78
37992,2023-12-02,9,24,6,122,704.47
37993,2023-11-22,8,23,5,173,927.76
37994,2023-01-14,13,6,1,301,1634.17
37995,2024-08-16,3,15,13,171,950.22
37996,2023-04-10,13,13,5,88,392.16
37997,2023-12-09,13,25,12,98,730.57
37998,2024-10-25,14,9,13,101,561.94
37999,2024-12-27,1,8,13,18,125.61
38000,2023-06-18,9,15,3,123,654.59
38001,2023-10-02,6,6,1,84,473.74
38002,2024-02-18,4,15,1,247,1298.03
38003,2024-05-26,5,22,6,210,1412.42
38004,2023-07-02,9,18,1,227,1027.77
38005,2024-02-06,1,6,8,116,641.5
38006,2024-09-01,10,7,4,54,302.42
38007,2024-07-11,6,15,5,73,354.31
38008,2024-08-23,11,7,3,118,472.66
38009,2024-10-11,4,11,9,18,85.45
38010,2024-09-21,11,10,8,28,163.49
38011,2024-01-10,10,15,15,167,752.58
38012,2024-12-13,3,24,9,90,464.08
38013,2023-12-28,5,4,1,142,582.49
38014,2024-06-02,4,5,6,216,1096.86
38015,2024-11-20,14,19,8,115,662.53
38016,2023-02-01,10,8,8,112,549.54
38017,2024-11-13,11,3,8,12,69.49
38018,2024-08-23,2,21,3,76,356.81
38019,2024-12-29,2,5,5,105,419.95
38020,2024-07-18,15,23,3,68,292.93
38021,2023-04-25,12,16,4,33,183.1
38022,2023-08-09,12,5,11,15,70.38
38023,2023-01-03,14,20,9,79,323.88
38024,2024-03-20,13,2,1,82,405.1
38025,2023-11-16,1,18,3,93,509.17
38026,2023-12-14,5,2,14,93,326.03
38027,2024-06-20,7,12,13,57,317.73
38028,2024-08-22,3,22,15,47,234.38
38029,2023-02-23,14,9,15,138,690.22
38030,2024-11-01,14,25,12,11,58.48
38031,2023-10-01,3,2,5,40,215.35
38032,2024-07-03,12,17,13,19,124.48
38033,2024-03-01,13,6,2,22,96.19
38034,2023-11-21,1,12,5,22,130.98
38035,2023-06-05,2,6,8,219,1076.34
38036,2023-05-19,15,3,7,103,540.49
38037,2024-06-18,4,2,2,234,937.41
38038,2023-08-23,13,12,15,143,751.03
38039,2023-06-17,10,13,3,288,1870.11
38040,2023-01-05,9,18,5,57,290.65
38041,2024-09-06,1,18,2,10,42.27
38042,2023-10-17,9,2,12,22,112.88
38043,2023-09-12,12,15,13,112,595.9
38044,2023-09-29,5,10,2,57,200.55
38045,2024-03-13,11,17,2,158,601.84
38046,2023-12-19,7,16,10,202,848.15
38047,2024-02-02,15,2,14,21,70.52
38048,2023-07-23,8,20,13,30,160.03
38049,2023-08-05,1,21,3,63,339.87
38050,2024-09-22,3,18,7,50,338.08
38051,2023-11-17,3,21,8,59,370.67
38052,2024-12-12,6,2,8,145,808.63
38053,2024-09-10,7,23,12,43,283.01
38054,2024-06-04,8,5,4,104,512.03
38055,2024-02-05,11,11,12,3,19.24
38056,2024-09-04,11,14,12,12,79.71
38057,2023-02-10,8,25,4,108,525.18
38058,2023-12-31,9,11,12,54,337.41
38059,2024-06-05,2,2,15,64,268.16
38060,2023-03-21,12,3,15,36,164.72
38061,2023-05-14,1,23,13,129,605.9
38062,2023-02-17,15,10,2,24,144.68
38063,2023-12-22,6,11,1,162,791.67
38064,2024-01-31,7,8,10,34,129.95
38065,2023-12-09,3,5,1,13,57.44
38066,2023-02-10,5,6,11,48,228.57
38067,2023-12-22,3,14,2,168,718.07
38068,2024-10-11,6,13,11,42,213.15
38069,2023-01-23,5,23,8,239,1410.64
38070,2024-07-21,11,1,2,370,1700.06
38071,2023-07-19,9,5,15,179,825.48
38072,2023-02-24,12,22,1,298,1617.92
38073,2023-02-07,12,1,4,108,586.07
38074,2023-01-10,14,8,15,51,257.54
38075,2023-10-31,4,10,2,147,670.01
38076,2023-12-31,6,16,8,81,484.14
38077,2024-03-30,7,4,5,109,666.36
38078,2023-03-01,7,21,14,90,294.66
38079,2024-04-23,11,19,8,84,488.41
38080,2024-06-24,1,17,13,89,472.29
38081,2023-02-17,13,18,14,58,211.2
38082,2024-05-08,9,23,12,58,295.88
38083,2023-03-28,4,10,15,1,4.85
38084,2023-11-18,6,15,14,73,208.91
38085,2024-04-28,13,18,5,73,461.71
38086,2024-09-28,9,15,5,93,532.81
38087,2024-01-24,7,8,13,36,181.14
38088,2023-11-15,14,24,7,58,248.6
38089,2024-09-01,10,4,8,73,384.39
38090,2023-06-08,3,12,5,84,602.51
38091,2023-05-30,7,13,11,38,178.82
38092,2023-12-07,15,11,11,121,635.93
38093,2023-03-29,12,25,7,10,45.82
38094,2023-01-17,10,23,2,143,634.82
38095,2023-09-22,11,20,7,1,4.97
38096,2023-04-22,7,20,7,208,916.31
38097,2024-04-10,8,1,13,17,100.29
38098,2024-02-06,2,18,12,151,925.11
38099,2023-12-22,15,6,2,171,782.43
38100,2023-12-29,3,20,4,44,201.85
38101,2023-03-14,14,11,5,152,845.58
38102,2023-10-22,14,10,11,120,470.78
38103,2023-02-22,6,11,2,188,826.55
38104,2023-09-17,15,23,5,229,1415.0
38105,2024-05-10,2,12,10,147,575.66
38106,2024-12-22,2,6,1,73,364.16
38107,2023-08-06,3,22,10,63,256.88
38108,2023-07-13,14,25,1,53,243.02
38109,2024-05-04,4,16,6,122,691.37
38110,2024-11-01,15,16,11,47,250.95
38111,2023-08-04,10,4,13,183,1249.34
38112,2024-09-04,5,12,9,148,619.72
38113,2023-08-19,3,13,8,9,48.29
38114,2024-04-12,12,3,11,25,115.6
38115,2023-06-03,9,6,4,68,408.51
38116,2023-07-11,3,5,9,95,532.6
38117,2024-12-20,12,1,14,46,169.81
38118,2023-10-12,14,9,3,106,504.8
38119,2023-01-12,4,4,4,147,773.27
38120,2024-07-18,8,18,11,86,402.34
38121,2023-04-04,5,17,10,16,61.47
38122,2023-03-22,4,4,3,180,871.64
38123,2024-09-03,1,24,12,32,204.71
38124,2023-09-12,15,6,2,5,24.97
38125,2023-04-11,2,8,1,185,1068.13
38126,2024-12-14,6,14,12,83,517.22
38127,2023-07-25,6,25,9,220,1041.36
38128,2024-04-07,12,14,1,128,613.08
38129,2023-07-12,5,2,11,83,354.84
38130,2024-02-29,14,25,15,43,201.12
38131,2024-05-24,4,14,5,117,580.86
38132,2024-07-07,12,17,8,96,598.33
38133,2023-10-28,5,20,8,110,647.57
38134,2024-03-26,3,16,7,101,568.25
38135,2024-09-06,2,12,2,51,176.95
38136,2024-09-06,10,1,14,118,476.04
38137,2024-06-30,11,15,12,14,100.27
38138,2023-10-20,10,6,1,51,242.64
38139,2024-01-24,9,13,2,132,624.1
38140,2024-12-08,8,18,3,191,921.42
38141,2023-07-02,4,20,15,105,527.41
38142,2024-05-21,12,15,2,152,835.31
38143,2024-08-02,3,22,10,168,631.61
38144,2023-12-18,3,6,15,218,1261.33
38145,2024-09-25,1,6,11,127,567.92
38146,2023-11-10,10,24,1,30,188.83
38147,2024-09-03,11,17,9,30,153.07
38148,2024-04-16,13,16,7,21,114.07
38149,2023-02-07,4,11,3,86,505.28
38150,2024-08-24,9,15,14,14,51.58
38151,2024-05-25,7,1,14,26,79.2
38152,2023-06-12,15,6,9,69,381.36
38153,2024-05-29,9,21,3,11,59.24
38154,2024-01-09,10,8,14,166,487.59
38155,2024-11-20,6,21,2,2,8.62
38156,2023-08-11,11,1,8,62,346.34
38157,2023-07-12,1,9,11,192,1048.17
38158,2023-02-12,14,3,4,81,418.77
38159,2024-07-28,8,10,3,72,337.03
38160,2024-12-21,9,19,15,213,1054.15
38161,2024-05-18,15,8,11,220,1075.23
38162,2023-09-27,3,1,6,48,245.19
38163,2024-10-04,2,24,7,146,1056.27
38164,2023-07-05,10,13,12,64,436.05
38165,2024-05-21,6,24,15,69,314.3
38166,2024-03-12,9,20,13,65,293.88
38167,2024-09-15,5,21,4,13,54.41
38168,2024-12-11,7,16,11,43,184.42
38169,2023-09-20,4,12,6,47,219.97
38170,2023-03-11,10,25,8,84,513.66
38171,2023-04-26,10,11,7,184,1145.8
38172,2024-06-24,11,20,12,75,466.21
38173,2023-09-23,6,25,3,246,1088.34
38174,2023-04-13,7,4,5,210,903.97
38175,2024-08-18,5,5,14,62,193.94
38176,2024-04-19,10,24,5,130,905.3
38177,2023-04-07,3,15,4,109,549.15
38178,2024-06-05,2,21,11,57,280.3
38179,2024-04-11,6,24,4,123,788.91
38180,2024-12-20,10,14,10,109,535.37
38181,2024-12-22,15,22,2,47,201.99
38182,2024-12-13,4,17,7,47,196.15
38183,2024-10-16,14,2,4,66,267.36
38184,2024-08-02,4,16,2,45,196.79
38185,2024-05-05,2,1,6,254,1217.23
38186,2024-02-03,3,5,3,315,1527.22
38187,2024-08-02,10,4,14,69,253.69
38188,2024-12-07,6,19,4,324,1601.76
38189,2023-03-27,8,13,6,34,204.01
38190,2023-04-10,5,22,15,70,364.65
38191,2023-12-31,11,15,13,25,171.87
38192,2023-08-03,9,9,2,311,1207.1
38193,2024-01-24,15,7,7,184,813.19
38194,2023-08-16,8,10,1,127,768.88
38195,2024-07-26,2,9,2,138,684.22
38196,2024-10-18,13,4,9,39,162.7
38197,2023-07-26,9,7,5,56,312.86
38198,2024-07-18,4,24,5,140,763.7
38199,2023-03-19,2,25,13,68,415.65
38200,2024-08-05,5,12,5,49,249.56
38201,2024-05-25,6,22,6,177,791.12
38202,2024-06-03,3,5,1,97,490.77
38203,2023-12-27,7,6,4,8,36.27
38204,2023-03-20,9,19,1,3,14.94
38205,2024-09-07,2,2,9,149,698.75
38206,2023-03-22,1,19,6,49,198.21
38207,2023-12-18,4,19,14,9,35.77
38208,2023-05-08,13,23,15,32,140.39
38209,2024-09-10,9,11,15,65,346.33
38210,2024-02-24,8,5,2,166,542.99
38211,2024-01-07,4,4,12,25,174.21
38212,2023-08-20,9,6,5,120,582.43
38213,2024-07-26,11,13,5,137,673.06
38214,2023-06-03,4,5,5,130,604.61
38215,2024-06-10,10,2,11,88,350.08
38216,2024-12-09,2,4,5,356,1345.56
38217,2023-07-14,8,4,8,236,1444.68
